
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..inalg/eigen/__init__.py:8 <module>  1      0.000013  0.002502  0.002502
..es.py:229 GlobalVariable._get_name  4264   0.002492  0.002492  0.000001
..np/npyimpl.py:540 _register_ufuncs  1      0.000179  0.002486  0.002486
..datamodel/models.py:712 <listcomp>  77     0.000567  0.002471  0.000032
..ackages/numba/core/ir.py:236 fixup  820    0.001583  0.002470  0.000003
.._.py:1281 _to_unmasked_float_array  381    0.000859  0.002456  0.000006
..ython/numbers.py:598 real_div_impl  3      0.000035  0.002452  0.000817
..ges/pyparsing.py:4011 And.__init__  69     0.000450  0.002452  0.000036
../builder.py:264 Builder.goto_block  568    0.001145  0.002452  0.000004
..t.py:715 _auto_draw_if_interactive  684    0.000933  0.002440  0.000004
..rpreter._remove_unused_temporaries  27     0.001165  0.002436  0.000090
..tplotlib/legend.py:1037 <listcomp>  4      0.000103  0.002424  0.000606
..ext.find_matching_getattr_template  347    0.000524  0.002412  0.000007
..y:276 BuildListConstraint.__call__  16     0.000208  0.002410  0.000151
..ypeinfer.py:187 Propagate.__call__  53     0.000252  0.002405  0.000045
..re/typing/npydecl.py:50 <listcomp>  190    0.000436  0.002387  0.000013
..matplotlib/spines.py:234 Spine.cla  8      0.000015  0.002386  0.000298
..trolflow.py:116 CFGraph.successors  3421   0.002376  0.002376  0.000001
..732 Affine2D.transform_path_affine  37     0.000167  0.002375  0.000064
..on3.6/warnings.py:143 simplefilter  262    0.000696  0.002365  0.000009
..xprs.py:33 RewriteArrayExprs.match  29     0.000674  0.002364  0.000082
..atplotlib/legend.py:1048 <genexpr>  16     0.000036  0.002361  0.000148
../axis.py:2244 XAxis.get_tick_space  24     0.000305  0.002359  0.000098
..core/utils.py:314 sublist_iterator  1350   0.001629  0.002355  0.000002
..py:1041 TransformedBbox.get_points  223..  0.000549  0.002350  0.000011
..transforms.py:1921 Affine2D.rotate  96     0.000590  0.002348  0.000024
..p/arrayobj.py:90 ArrayStruct.shape  6      0.000057  0.002344  0.000391
..3.6/warnings.py:119 filterwarnings  9      0.000080  0.002342  0.000260
..python3.6/traceback.py:319 extract  37     0.000673  0.002336  0.000063
..nsforms.py:589 Bbox.count_contains  16     0.000805  0.002326  0.000145
..pes.py:240 IntType.format_constant  1198   0.001658  0.002312  0.000002
..ger.py:887 FontProperties.set_size  430    0.001800  0.002312  0.000005
..-packages/pyparsing.py:545 __new__  819    0.001457  0.002308  0.000003
..lvmlite/ir/values.py:637 <genexpr>  132    0.000161  0.002306  0.000017
..d.py:984 Legend._get_anchored_bbox  40     0.000296  0.002289  0.000057
..atplotlib/artist.py:189 Spine.axes  4016   0.002287  0.002287  0.000001
..py/optimize/nonlin.py:106 <module>  1      0.000092  0.002282  0.002282
..:1978 raise_on_unsupported_feature  6      0.000830  0.002278  0.000380
../ir/instructions.py:114 <listcomp>  267    0.000737  0.002276  0.000009
..xternal>:1228 FileFinder._get_spec  256    0.000703  0.002276  0.000009
..ap_external>:85 _path_is_mode_type  340    0.000551  0.002270  0.000007
..y:185 TransformedBbox.set_children  407    0.001557  0.002263  0.000006
..umpy/core/getlimits.py:366 __new__  401    0.001650  0.002258  0.000006
..ping/cffi_utils.py:39 is_cffi_func  190    0.000431  0.002249  0.000012
..atplotlib/spines.py:348 Spine.draw  8      0.000035  0.002244  0.000281
...py:177 AxesSubplot.convert_yunits  579    0.000757  0.002244  0.000004
..y:670 ListModel.get_field_position  1161   0.001486  0.002238  0.000002
..s.py:391 Spine.get_spine_transform  168..  0.001081  0.002231  0.000013
..umba/cpython/numbers.py:1 <module>  1      0.000187  0.002227  0.002227
..ore/typing/cmathdecl.py:1 <module>  1      0.000062  0.002226  0.002226
..ir/types.py:127 PointerType.__eq__  799..  0.001460  0.002224  0.000003
..82 AxesSubplot._update_line_limits  4      0.000051  0.002224  0.000556
..14 PathMetadata.get_metadata_lines  39     0.000065  0.002219  0.000057
..ba/core/lowering.py:683 <listcomp>  19     0.000037  0.002218  0.000117
..lder.py:290 Builder._branch_helper  190    0.000339  0.002209  0.000012
../numba/core/ir.py:702 Del.__init__  751    0.001416  0.002203  0.000003
../offsetbox.py:746 DrawingArea.draw  3      0.000047  0.002195  0.000732
..ges/scipy/sparse/csr.py:1 <module>  1      0.000017  0.002195  0.002195
..structions.py:30 Instruction.descr  133    0.000655  0.002191  0.000016
..rFormatter._set_order_of_magnitude  40     0.000540  0.002170  0.000054
../ir/builder.py:320 Builder.if_else  20     0.000143  0.002164  0.000108
.._lib/_threadsafety.py:52 decorator  6      0.000022  0.002162  0.000360
..ore/typing/arraydecl.py:1 <module>  1      0.000063  0.002161  0.002161
...py:1401 PathMetadata.get_metadata  39     0.000132  0.002155  0.000055
..JITCPUCodegen._create_empty_module  13     0.000110  0.002149  0.000165
..re/typing/npydecl.py:189 <genexpr>  508    0.000540  0.002147  0.000004
../ir/values.py:748 Argument.__str__  92     0.000294  0.002145  0.000023
..ges/pyparsing.py:3870 And.__init__  106    0.000636  0.002137  0.000020
..:158 Affine2D._invalidate_internal  685..  0.001587  0.002134  0.000003
..c.py:182 from_specialized_function  6      0.000016  0.002127  0.000355
../typing/templates.py:179 signature  370    0.001051  0.002126  0.000006
../axis.py:2529 YAxis.get_tick_space  24     0.000320  0.002125  0.000089
..fety.py:41 ReentrancyLock.decorate  6      0.000011  0.002122  0.000354
..ts.py:95 AxesSubplot.update_params  5      0.000038  0.002118  0.000424
../numba/core/event.py:92 Event.kind  3734   0.002115  0.002115  0.000001
..cdesc.py:163 _from_python_function  6      0.000032  0.002111  0.000352
..ptimize/_linprog_ip.py:18 <module>  1      0.000018  0.002109  0.002109
..values.py:479 GlobalVariable.descr  115    0.000634  0.002108  0.000018
..hinery.py:190 PassManager.add_pass  132    0.000264  0.002107  0.000016
../values.py:127 Constant._to_string  169    0.000366  0.002100  0.000012
..201 JITCPUCodegen._check_llvm_bugs  6      0.000044  0.002081  0.000347
..gen/arpack/__init__.py:19 <module>  1      0.000006  0.002078  0.002078
..upport.py:274 supported_ufunc_loop  190    0.000689  0.002076  0.000011
..a/core/ir_utils.py:513 remove_dels  18     0.001136  0.002075  0.000115
..s/llvmlite/llvmpy/core.py:126 null  250    0.000428  0.002071  0.000008
.. PythonFunctionDescriptor.__init__  6      0.000072  0.002062  0.000344
..datamodel/models.py:101 <listcomp>  67     0.000149  0.002059  0.000031
..ure.py:2349 Figure.subplots_adjust  2      0.000032  0.002056  0.001028
..nfer.py:208 ArgConstraint.__call__  24     0.000252  0.002050  0.000085
..lotlib/colors.py:124 _is_nth_color  297    0.000660  0.002039  0.000007
..py/core/fromnumeric.py:3628 round_  148    0.000218  0.002036  0.000014
..nd.py:821 Legend._auto_legend_data  4      0.000020  0.002035  0.000509
..py:974 CPUContext.get_helper_class  113    0.000176  0.002032  0.000018
..lib/shape_base.py:612 column_stack  94     0.000822  0.002032  0.000022
..amodel/models.py:647 ListModel.set  58     0.000140  0.002031  0.000035
../types.py:116 PointerType.__init__  919    0.001473  0.002031  0.000002
...py:177 CFGraph.dominance_frontier  10     0.000019  0.002027  0.000203
..nstructions.py:382 CastInstr.descr  156    0.000570  0.002025  0.000013
..re/typing/npydecl.py:74 <listcomp>  190    0.000374  0.002017  0.000011
../cgutils.py:56 create_struct_proxy  122    0.000242  0.002014  0.000017
..atplotlib/legend.py:836 <listcomp>  4      0.000045  0.002012  0.000503
..ib/transforms.py:107 Bbox.__init__  2128   0.002006  0.002006  0.000001
..lib/lines.py:1244 Line2D.set_ydata  622    0.000855  0.001997  0.000003
..vmlite/ir/values.py:600 <listcomp>  40     0.000118  0.001994  0.000050
..re/typing/npydecl.py:52 <listcomp>  190    0.000383  0.001992  0.000010
..ore/controlflow.py:233 CFGraph._df  10     0.000020  0.001991  0.000199
..on__ internals>:2 broadcast_arrays  78     0.000232  0.001987  0.000025
../interpolate/fitpack.py:1 <module>  1      0.000015  0.001984  0.001984
..cbook/deprecation.py:399 <genexpr>  3300   0.001978  0.001978  0.000001
..s.py:285 InlineInlinables.run_pass  6      0.000385  0.001977  0.000330
..lib/text.py:1039 Text.set_fontsize  128    0.000304  0.001974  0.000015
..8 CFGraph._find_dominance_frontier  10     0.000142  0.001971  0.000197
..._bootstrap>:416 ModuleSpec.parent  926    0.001386  0.001965  0.000002
..lines.py:1098 Line2D.set_linestyle  133    0.000787  0.001955  0.000015
..ore/base.py:294 CPUContext.mangler  12     0.000020  0.001949  0.000162
../axis.py:1610 XAxis._set_formatter  64     0.000468  0.001948  0.000030
/usr/lib/python3.6/copy.py:66 copy    76     0.000616  0.001944  0.000026
..e.py:958 CPUContext.get_python_api  20     0.000051  0.001944  0.000097
..trolflow.py:225 CFGraph._post_doms  12     0.000026  0.001939  0.000162
..s/scipy/linalg/basic.py:7 <module>  1      0.000028  0.001937  0.001937
..l/models.py:681 ListModel.get_type  448    0.000867  0.001929  0.000004
..ore/funcdesc.py:12 default_mangler  12     0.000021  0.001929  0.000161
..der.py:357 Builder._set_terminator  259    0.000939  0.001924  0.000007
..ize/nonlin.py:1534 _nonlin_wrapper  7      0.000114  0.001923  0.000275
..artist.py:687 Rectangle.set_figure  306    0.000720  0.001920  0.000006
..ore/ssa.py:147 _run_block_analysis  6      0.000177  0.001914  0.000319
..:549 CFGraph._find_post_dominators  12     0.000155  0.001912  0.000159
..core/itanium_mangler.py:212 mangle  12     0.000036  0.001908  0.000159
.._base.py:3214 AxesSubplot.set_xlim  6      0.000153  0.001904  0.000317
..alg/dsolve/__init__.py:52 <module>  1      0.000018  0.001894  0.001894
..ythonapi.py:168 PythonAPI.__init__  20     0.000526  0.001893  0.000095
..8 Context._get_attribute_templates  347    0.000730  0.001888  0.000005
..mpy_support.py:329 _ufunc_loop_sig  211    0.000547  0.001886  0.000009
..y/_lib/_threadsafety.py:1 <module>  1      0.000007  0.001868  0.001868
..218 FunctionPassManager.initialize  40     0.000105  0.001867  0.000047
..1 OverloadSelector._best_signature  45     0.000156  0.001863  0.000041
..6/sre_parse.py:248 Tokenizer.match  1071   0.001266  0.001856  0.000002
..onv.py:116 CPUCallConv.raise_error  1      0.000039  0.001854  0.001854
..rator.py:93 FunctionMaker.__init__  11     0.000224  0.001853  0.000168
..ist.py:354 Rectangle.set_transform  254    0.000588  0.001849  0.000007
..numba/core/ir.py:1092 Scope.define  242    0.000577  0.001848  0.000008
..core/ir.py:1271 Block.insert_after  10     0.000024  0.001840  0.000184
..rtist.py:935 Rectangle.set_visible  284    0.000673  0.001838  0.000006
..b/rcsetup.py:623 validate_capstyle  280    0.000675  0.001838  0.000007
..ng/targets.py:9 get_process_triple  13     0.000129  0.001831  0.000141
..ore/typed_passes.py:839 <listcomp>  14     0.000248  0.001819  0.000130
..ackages/cffi/api.py:194 FFI.typeof  190    0.000937  0.001818  0.000010
..ray_function__ internals>:2 around  148    0.000283  0.001818  0.000012
..:131 EnvironmentManager.read_const  2      0.000043  0.001816  0.000908
..ore/ir.py:1121 Scope.get_or_define  180    0.000393  0.001806  0.000010
..re_parse.py:159 SubPattern.__len__  1044   0.001236  0.001799  0.000002
..lib/ticker.py:2159 _validate_steps  32     0.000340  0.001794  0.000056
..interpreter.py:710 Interpreter.get  249    0.000638  0.001794  0.000007
..ib/axis.py:1454 XAxis.update_units  18     0.000045  0.001776  0.000099
..y:225 FunctionPassManager.finalize  40     0.000107  0.001776  0.000044
..rsing.py:554 ParseResults.__init__  819    0.001408  0.001772  0.000002
../bytecode.py:174 ByteCodeIter.next  235    0.000499  0.001771  0.000008
...py:177 PassManager._validate_pass  132    0.000527  0.001771  0.000013
..lib.py:321 ExitStack.enter_context  54     0.000150  0.001762  0.000033
..ial/_geometric_slerp.py:1 <module>  1      0.000008  0.001754  0.001754
..owering.py:632 Lower.lower_getitem  2      0.000033  0.001754  0.000877
..hods.py:72 _clip_dep_is_scalar_nan  96     0.000489  0.001747  0.000018
..ITCPUCodegen._pass_manager_builder  7      0.000050  0.001746  0.000249
../lines.py:716 Line2D.set_transform  136    0.000333  0.001743  0.000013
..CompositeGenericTransform.__init__  170    0.000502  0.001738  0.000010
/usr/lib/python3.6/os.py:746 decode   1008   0.001116  0.001738  0.000002
..ces/__init__.py:2501 _parse_extras  154    0.000094  0.001737  0.000011
..2 FigureCanvasGTK3Agg.get_renderer  3      0.000033  0.001732  0.000577
..nits.py:192 Registry.get_converter  36/18  0.000232  0.001731  0.000048
..lib/lines.py:1232 Line2D.set_xdata  484    0.000768  0.001724  0.000004
..e/controlflow.py:229 CFGraph._idom  10     0.000023  0.001718  0.000172
..np/npyimpl.py:403 _KernelImpl.cast  24     0.000065  0.001711  0.000071
..ntextlib.py:338 ExitStack.__exit__  21     0.000163  0.001709  0.000081
../numba/core/serialize.py:162 dumps  8      0.000067  0.001697  0.000212
..bj.py:106 ListInstance.guard_index  1      0.000010  0.001695  0.001695
..CFGraph._find_immediate_dominators  10     0.000186  0.001695  0.000170
..ilder.py:588 Builder.icmp_unsigned  53     0.000085  0.001694  0.000032
../module.py:182 ModuleRef.functions  31     0.000141  0.001692  0.000055
..es.py:339 Rectangle._set_facecolor  37     0.000121  0.001690  0.000046
...py:33 create_pass_manager_builder  7      0.000068  0.001684  0.000241
..ite/ir/types.py:231 IntType.__eq__  906    0.001194  0.001682  0.000002
..er.py:832 FontProperties.set_style  305    0.000778  0.001681  0.000006
..core/lowering.py:23 Lower.__init__  6      0.000138  0.001679  0.000280
..re/removerefctpass.py:37 _legalize  6      0.000095  0.001676  0.000279
..nd_bases.py:659 RendererAgg.new_gc  82     0.000145  0.001673  0.000020
..es/numba/np/npyfuncs.py:5 <module>  1      0.000052  0.001671  0.001671
..stobj.py:303 ListInstance.get_dtor  8      0.000032  0.001667  0.000208
..end_agg.py:90 RendererAgg.__init__  2      0.001486  0.001666  0.000833
.. OverloadSelector._sort_signatures  45     0.000300  0.001665  0.000037
../transforms.py:1982 Affine2D.scale  168    0.000780  0.001660  0.000010
..tils.py:253 UniqueDict.__setitem__  1388   0.001443  0.001658  0.000001
..array_function__ internals>:2 ndim  225    0.000510  0.001658  0.000007
..book/__init__.py:2271 _check_shape  132    0.000678  0.001646  0.000012
..es.py:558 LiteralStructType.__eq__  806    0.001133  0.001643  0.000002
..g_resources/__init__.py:3133 parse  1      0.000004  0.001643  0.001643
.._init__.py:3061 parse_requirements  2      0.000011  0.001639  0.000820
..numba/core/imputils.py:36 decorate  925    0.001153  0.001639  0.000002
..ing/templates.py:46 Signature.args  2677   0.001635  0.001635  0.000001
..re/lowering.py:277 Lower.pre_block  27     0.000316  0.001631  0.000060
..typing/typeof.py:60 _typeof_buffer  190    0.000680  0.001629  0.000009
..nit__.py:3088 Requirement.__init__  1      0.000021  0.001621  0.001621
..mba/core/decorators.py:191 wrapper  6      0.000043  0.001616  0.000269
..matplotlib/text.py:1113 Text.set_y  386    0.000497  0.001616  0.000004
..yped_passes.py:648 select_template  65     0.000469  0.001615  0.000025
..ding/module.py:200 ModuleRef.clone  17     0.000068  0.001614  0.000095
..atplotlib/ticker.py:263 <listcomp>  40     0.000219  0.001608  0.000040
..der.py:241 Builder.position_at_end  788    0.001151  0.001608  0.000002
../lib/python3.6/enum.py:517 __new__  1578   0.001256  0.001604  0.000001
..er.py:1616 TypeInferer.typeof_expr  93     0.000432  0.001600  0.000017
..3.6/inspect.py:1089 getfullargspec  10     0.000328  0.001599  0.000160
..py:1957 Affine2D.rotate_deg_around  38     0.000144  0.001598  0.000042
..e/cgutils.py:391 alloca_once_value  10     0.000031  0.001591  0.000159
..umba/core/extending.py:59 overload  216    0.000763  0.001588  0.000007
..ues.py:456 GlobalVariable.__init__  155    0.000318  0.001585  0.000010
..umba/core/analysis.py:40 <genexpr>  2789   0.001581  0.001581  0.000001
..hon3.6/warnings.py:159 _add_filter  271    0.000908  0.001579  0.000006
..rpreter.py:1431 Interpreter._binop  28     0.000116  0.001574  0.000056
..e_closurecall.py:1338 inline_array  28     0.000076  0.001572  0.000056
..m_mangler.py:125 mangle_identifier  25     0.000098  0.001571  0.000063
..ba/core/event.py:321 install_timer  72     0.000272  0.001568  0.000022
../rcsetup.py:617 validate_joinstyle  272    0.000567  0.001566  0.000006
..re/ssa.py:310 _FixSSAVars.on_other  48     0.000102  0.001561  0.000033
..a/core/utils.py:27 erase_traceback  200    0.000528  0.001559  0.000008
../eigen/arpack/arpack.py:7 <module>  1      0.000044  0.001557  0.001557
..s.py:1346 Line2D.set_dash_capstyle  130    0.000369  0.001550  0.000012
../ssa.py:104 _compute_phi_locations  4      0.000012  0.001547  0.000387
..ickle.py:398 SlowNumbaPickler.dump  8      0.000065  0.001540  0.000193
..py:140 GridSpec.get_grid_positions  8      0.000220  0.001537  0.000192
..tplotlib/ticker.py:2174 _staircase  32     0.000146  0.001537  0.000048
..ide_tricks.py:204 broadcast_arrays  78     0.000375  0.001536  0.000020
..otlib/axes/_base.py:418 <listcomp>  4      0.000014  0.001534  0.000383
..y:736 GraphicsContextBase.__init__  82     0.000431  0.001529  0.000019
../numba/core/ir.py:97 Loc._get_path  14     0.000028  0.001526  0.000109
..inspect.py:2732 Signature.__init__  106    0.000704  0.001524  0.000014
..numba/np/npyimpl.py:462 <listcomp>  9      0.000019  0.001522  0.000169
..8 _process_plot_var_args._makeline  4      0.000032  0.001519  0.000380
..ib/__init__.py:1207 is_interactive  686    0.000952  0.001518  0.000002
..matplotlib/text.py:1102 Text.set_x  294    0.000426  0.001518  0.000005
..py:426 FindLiterallyCalls.run_pass  6      0.000029  0.001517  0.000253
.. RewriteSemanticConstants.run_pass  6      0.000079  0.001512  0.000252
..tist.py:850 Rectangle._set_gc_clip  82     0.000148  0.001510  0.000018
..es/numpy/core/_methods.py:37 _amax  355    0.000466  0.001510  0.000004
..removerefctpass.py:44 valid_output  35     0.000078  0.001510  0.000043
..core/controlflow.py:593 push_state  451    0.000982  0.001508  0.000003
..ges/numba/core/ir.py:579 <genexpr>  420    0.000495  0.001501  0.000004
..python3.6/posixpath.py:453 relpath  14     0.000156  0.001498  0.000107
..e.py:911 AxesSubplot._set_position  10     0.000071  0.001491  0.000149
..hon3.6/os.py:687 _Environ.__iter__  510    0.000626  0.001485  0.000003
..cher.py:760 CPUDispatcher.__init__  6      0.000128  0.001484  0.000247
..ng/templates.py:396 Template.apply  2      0.000065  0.001479  0.000740
..alysis.py:575 find_literally_calls  6      0.000158  0.001479  0.000247
..lite/ir/builder.py:857 Builder.ret  47     0.000174  0.001476  0.000031
...6/contextlib.py:283 _exit_wrapper  54     0.000085  0.001472  0.000027
../numba/core/ir.py:90 Loc.get_lines  7      0.000025  0.001465  0.000209
...py:842 FontProperties.set_variant  302    0.000689  0.001461  0.000005
..datamodel/models.py:622 <listcomp>  8      0.000095  0.001460  0.000182
..ext.py:491 Context.insert_function  714    0.001071  0.001458  0.000002
<frozen importlib._bootstrap>:176 cb  298    0.000896  0.001457  0.000005
..p>:847 _ImportLockContext.__exit__  811    0.001002  0.001456  0.000002
..numba/core/ir.py:1035 Var.__repr__  131    0.000230  0.001455  0.000011
..np/numpy_support.py:391 <listcomp>  398    0.000624  0.001450  0.000004
..>:843 _ImportLockContext.__enter__  811    0.000988  0.001446  0.000002
..py:527 FunctionAttributes.__init__  706    0.001023  0.001443  0.000002
..r.py:819 FontProperties.set_family  325    0.000669  0.001443  0.000004
../npyfuncs.py:727 np_real_sqrt_impl  9      0.000035  0.001442  0.000160
..xis.py:332 XTick._set_artist_props  200    0.000268  0.001440  0.000007
..els.py:479 UniTupleModel.from_data  16     0.000098  0.001437  0.000090
...py:1028 Interpreter.op_LOAD_CONST  43     0.000217  0.001437  0.000033
..tructions.py:669 InsertValue.descr  99     0.000575  0.001430  0.000014
..c.py:218 PostProcessor.remove_dels  12     0.000025  0.001429  0.000119
..cipy/_lib/decorator.py:33 <module>  1      0.000028  0.001426  0.001426
../itanium_mangler.py:133 <listcomp>  25     0.000114  0.001426  0.000057
..re/ssa.py:321 _FixSSAVars._fix_var  212    0.000296  0.001423  0.000007
..controlflow.py:94 CFGraph.add_node  803    0.000968  0.001422  0.000002
../numba/cpython/heapq.py:4 <module>  1      0.000030  0.001422  0.001422
..bootstrap_external>:63 _path_split  414    0.000920  0.001420  0.000003
..alize.py:299 SlowNumbaPickler.save  40/8   0.000203  0.001418  0.000035
..es.py:263 FFI_from_buffer.__init__  1303   0.001418  0.001418  0.000001
..ls.py:103 ListModel.traverse_types  67     0.000640  0.001415  0.000021
..otlib/lines.py:631 Line2D.set_data  130    0.000420  0.001411  0.000011
..tructions.py:481 AllocaInstr.descr  256    0.000570  0.001407  0.000005
..bootstrap>:194 _lock_unlock_module  108    0.000342  0.001407  0.000013
..mba/core/event.py:132 Event.is_end  2165   0.001406  0.001406  0.000001
.._init__.py:1652 safe_first_element  36     0.000104  0.001400  0.000039
..olflow.py:124 CFGraph.predecessors  2119   0.001398  0.001398  0.000001
..ore/types/abstract.py:19 _autoincr  737    0.000953  0.001391  0.000002
..ray_function__ internals>:2 hstack  32     0.000071  0.001390  0.000043
..er.py:652 ScalarFormatter.__call__  162    0.000631  0.001390  0.000009
..p>:151 _ModuleLockManager.__exit__  283    0.000452  0.001388  0.000005
..76 AxesSubplot.get_yaxis_transform  202..  0.000236  0.001383  0.000007
..ir_utils.py:1516 build_definitions  12     0.000793  0.001382  0.000115
..82 CPUContext._insert_getattr_defn  126    0.000254  0.001379  0.000011
..l>:840 SourceFileLoader.path_stats  207    0.000361  0.001377  0.000007
..lib/text.py:1091 Text.set_position  50     0.000127  0.001372  0.000027
..b/cbook/__init__.py:1292 _check_1d  8      0.000083  0.001372  0.000172
..py:241 _FunctionsIterator._dispose  31     0.000081  0.001371  0.000044
..bj.py:274 ListInstance.define_dtor  8      0.000087  0.001370  0.000171
..re/decorators.py:228 generated_jit  5      0.000023  0.001369  0.000274
..scipy/special/_basic.py:5 <module>  1      0.000030  0.001362  0.001362
..py:716 ArgumentAttributes._to_list  132    0.000454  0.001360  0.000010
.. GraphicsContextBase.set_clip_path  82     0.000192  0.001359  0.000017
..nsforms.py:477 _legalize_withs_cfg  6      0.000022  0.001354  0.000226
..py/sparse/compressed.py:1 <module>  1      0.000033  0.001352  0.001352
.._machinery.py:403 PassRegistry.get  396    0.000546  0.001349  0.000003
..ickle.py:457 SlowNumbaPickler.save  40/8   0.000225  0.001347  0.000034
..ernal>:524 spec_from_file_location  256    0.000907  0.001345  0.000005
..es/scipy/sparse/base.py:1 <module>  1      0.000018  0.001343  0.001343
..e/ir/values.py:173 Constant.__eq__  306    0.000831  0.001333  0.000004
...py:1302 Line2D.set_dash_joinstyle  130    0.000323  0.001328  0.000010
..s.py:252 MarkerStyle.set_fillstyle  220    0.000650  0.001327  0.000006
..r.py:851 FontProperties.set_weight  309    0.001113  0.001326  0.000004
...py:509 rewrite_semantic_constants  6      0.000386  0.001325  0.000221
..BlendedGenericTransform.get_affine  228    0.000289  0.001314  0.000006
..ray_function__ internals>:2 cumsum  53     0.000127  0.001310  0.000025
../core/fromnumeric.py:71 <dictcomp>  1682   0.001305  0.001305  0.000001
..es/numpy/core/_methods.py:41 _amin  197    0.000274  0.001303  0.000007
..ages/pyparsing.py:4086 And.__str__  84/80  0.000174  0.001302  0.000015
..piler.py:269 StateDict.__getattr__  1924   0.001296  0.001296  0.000001
..s/numba/core/cgutils.py:907 memset  8      0.000055  0.001295  0.000162
..4 NumpyErrorModel.fp_zero_division  3      0.000006  0.001295  0.000432
..ransform.transform_path_non_affine  58     0.000270  0.001286  0.000022
..re/lowering.py:689 default_handler  8      0.000020  0.001281  0.000160
..py/spatial/distance.py:72 <module>  1      0.000141  0.001279  0.001279
..y:2681 TransformedPath._revalidate  35     0.000188  0.001276  0.000036
...py:1360 Line2D.set_solid_capstyle  130    0.000285  0.001274  0.000010
..ite/ir/builder.py:539 Builder.not_  37     0.000146  0.001274  0.000034
..8 NRTContext.meminfo_alloc_aligned  4      0.000051  0.001274  0.000318
..b._bootstrap>:222 _verbose_message  1732   0.001273  0.001273  0.000001
..rements.py:95 Requirement.__init__  1      0.000027  0.001270  0.001270
..nfer.py:1091 TypeInferer.copy_type  53     0.000170  0.001268  0.000024
..ericTransform.transform_non_affine  215    0.000348  0.001267  0.000006
..ffi.py:93 _lib_wrapper.__getattr__  1711   0.001243  0.001266  0.000001
..py:1137 Text.set_verticalalignment  190    0.000498  0.001265  0.000007
..py:723 SlowNumbaPickler.save_tuple  16/8   0.000102  0.001261  0.000079
...get_transformed_points_and_affine  28     0.000074  0.001261  0.000045
..a/cpython/randomimpl.py:3 <module>  1      0.000219  0.001260  0.001260
..py/core/fromnumeric.py:3168 around  148    0.000232  0.001255  0.000008
..base.py:591 CPUContext.get_getattr  7      0.000035  0.001249  0.000178
/usr/lib/python3.6/re.py:169 match    297    0.000623  0.001248  0.000004
..py:1316 Line2D.set_solid_joinstyle  130    0.000280  0.001246  0.000010
..t.py:554 DejaVuSansFonts._get_font  4      0.000040  0.001245  0.000311
..y:390 CPUContext._insert_cast_defn  126    0.000213  0.001245  0.000010
..mba/core/analysis.py:138 <genexpr>  616    0.000777  0.001242  0.000002
../matplotlib/mathtext.py:2265 Error  10     0.000036  0.001242  0.000124
..e_parse.py:111 SubPattern.__init__  886    0.001240  0.001240  0.000001
..pyimpl.py:447 _KernelImpl.__init__  9      0.000088  0.001238  0.000138
..python3.6/ntpath.py:122 splitdrive  207    0.000745  0.001230  0.000006
..__init__.py:1596 PathMetadata._has  168    0.000225  0.001230  0.000007
..ges/numba/core/ir.py:196 Loc.short  131    0.000361  0.001225  0.000009
.._bootstrap>:78 _ModuleLock.acquire  391    0.000987  0.001222  0.000003
...py:518 YTick._get_text1_transform  22     0.000066  0.001219  0.000055
..e/_lsq/least_squares.py:1 <module>  1      0.000024  0.001218  0.001218
..erefctpass.py:23 _rewrite_function  4      0.000051  0.001218  0.000304
..ines.py:692 Line2D._transform_path  35     0.000132  0.001217  0.000035
..ger.py:1016 _normalize_font_family  650    0.000836  0.001215  0.000002
..ffsetbox.py:52 _get_packed_offsets  36     0.000223  0.001213  0.000034
..cpython/mathimpl.py:149 float_impl  9      0.000136  0.001210  0.000134
..mba/core/postproc.py:186 <genexpr>  2053   0.001208  0.001208  0.000001
../pyparsing.py:1608 And.parseString  1      0.000011  0.001205  0.001205
..lity_constrained_sqp.py:1 <module>  1      0.000013  0.001195  0.001195
..xt.py:398 Context._get_global_type  200    0.000352  0.001193  0.000006
..bootstrap>:103 _ModuleLock.release  391    0.000937  0.001188  0.000003
..yparsing.py:1370 And._parseNoCache  57/1   0.000306  0.001187  0.000021
..mba/core/ir.py:854 Assign.__init__  278    0.000738  0.001186  0.000004
../np/numpy_support.py:85 from_dtype  573    0.000834  0.001186  0.000002
..plotlib/transforms.py:989 Bbox.set  13     0.000081  0.001182  0.000091
..00 AxesSubplot.get_xaxis_transform  166..  0.000207  0.001182  0.000007
..util.py:299 getfullargspec_no_self  7      0.000150  0.001176  0.000168
..kages/pyparsing.py:2292 And.__or__  37     0.000112  0.001175  0.000032
/usr/lib/python3.6/re.py:184 sub      63     0.000131  0.001175  0.000019
..lib/transforms.py:2764 nonsingular  66     0.000798  0.001171  0.000018
..or/pyparsing.py:3397 And.parseImpl  14/1   0.000084  0.001170  0.000084
..161 AxesSubplot._process_unit_info  14     0.000057  0.001166  0.000083
..cipy/linalg/matfuncs.py:5 <module>  1      0.000032  0.001162  0.001162
..s.py:333 InlineInlinables._do_work  28     0.000244  0.001161  0.000041
..ba/cpython/cmathimpl.py:3 <module>  1      0.000056  0.001160  0.001160
.._MarkNrtCallVisitor.visit_Function  4      0.000022  0.001158  0.000289
..er.py:72 HandlerLine2D.update_prop  6      0.000027  0.001145  0.000191
