
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..umba/np/arrayobj.py:68 ArrayStruct  9      0.000020  0.000020  0.000002
..s.py:53 FloatModel.get_return_type  10     0.000014  0.000020  0.000002
..py:1755 FigureCanvasAgg.draw_event  1      0.000006  0.000020  0.000020
..b/scale.py:44 LinearScale.__init__  32     0.000020  0.000020  0.000001
.._shgo_lib/sobol_seq.py:21 <module>  1      0.000003  0.000020  0.000020
..figure.py:194 SubplotParams.update  11     0.000020  0.000020  0.000002
..4 PrimitiveType.build_backend_type  1      0.000002  0.000020  0.000020
..lg/isolve/iterative.py:120 combine  4      0.000010  0.000020  0.000005
..ed_passes.py:98 FixupArgs.run_pass  6      0.000016  0.000020  0.000003
../sparse/linalg/_norm.py:3 <module>  1      0.000005  0.000019  0.000019
..ontrolFlowAnalysis.op_JUMP_FORWARD  4      0.000009  0.000019  0.000005
..lotlib/axis.py:750 XAxis.get_scale  18     0.000019  0.000019  0.000001
..i/types.py:57 _setup_class_methods  4      0.000012  0.000019  0.000005
..ure.py:150 _AxesStack.__contains__  2      0.000004  0.000019  0.000010
..utils.py:241 SortedMap.__getitem__  27     0.000019  0.000019  0.000001
..numba/core/ir.py:818 Jump.__init__  9      0.000014  0.000019  0.000002
..core/controlflow.py:491 <dictcomp>  10     0.000019  0.000019  0.000002
..lotlib/offsetbox.py:567 <listcomp>  26     0.000019  0.000019  0.000001
..le.py:85 Module.add_named_metadata  9      0.000017  0.000019  0.000002
..03 _warn_if_gui_out_of_main_thread  1      0.000008  0.000019  0.000019
..ore/interpreter.py:1339 <listcomp>  1      0.000002  0.000019  0.000019
..ir/values.py:328 NamedMetaData.add  9      0.000014  0.000019  0.000002
..hon3.6/posixpath.py:135 splitdrive  3      0.000017  0.000019  0.000006
../linalg/isolve/lsqr.py:50 <module>  1      0.000008  0.000019  0.000019
..ttedArgDataModel.get_argument_type  32     0.000019  0.000019  0.000001
..idspec.py:74 GridSpec.get_geometry  24     0.000019  0.000019  0.000001
..ues.py:673 Function.is_declaration  8      0.000014  0.000019  0.000002
..nstructions.py:287 SelectInstr.lhs  32     0.000019  0.000019  0.000001
..ecode.py:164 ByteCodeIter.__init__  6      0.000015  0.000019  0.000003
..mba/core/dispatcher.py:872 cb_llvm  2      0.000006  0.000019  0.000009
../matplotlib/axis.py:368 <dictcomp>  28     0.000019  0.000019  0.000001
../inspect.py:2825 Signature.replace  2      0.000006  0.000019  0.000009
..6/urllib/parse.py:112 _coerce_args  8      0.000014  0.000018  0.000002
..linalg/_expm_frechet.py:1 <module>  1      0.000005  0.000018  0.000018
../figure.py:147 _AxesStack.__call__  5      0.000009  0.000018  0.000004
..on3.6/tokenize.py:379 read_or_stop  2      0.000005  0.000018  0.000009
..lotlib/figure.py:73 _AxesStack.get  4      0.000015  0.000018  0.000005
.. FancyBboxPatch.set_mutation_scale  1      0.000002  0.000018  0.000018
..nstructions.py:291 SelectInstr.rhs  32     0.000018  0.000018  0.000001
..py:111 DynamicImporter.find_module  7      0.000013  0.000018  0.000003
..g/__init__.py:1268 Logger.__init__  2      0.000011  0.000018  0.000009
..re/lowering.py:92 Lower.post_lower  6      0.000014  0.000018  0.000003
../matplotlib/axis.py:392 <dictcomp>  28     0.000018  0.000018  0.000001
..ing.py:3514 QuotedString.parseImpl  4      0.000010  0.000018  0.000004
..ions_abc.py:698 ItemsView.__init__  18     0.000018  0.000018  0.000001
...py:181 _CompilingCounter.__exit__  18     0.000018  0.000018  0.000001
..ython3.6/pickle.py:275 whichmodule  8      0.000012  0.000018  0.000002
..:108 _unary_int_input_wrapper_impl  29     0.000018  0.000018  0.000001
..s.py:268 MarkerStyle.get_joinstyle  28     0.000018  0.000018  0.000001
../matplotlib/axis.py:381 <dictcomp>  28     0.000018  0.000018  0.000001
..py/sparse/_matrix_io.py:1 <module>  1      0.000005  0.000018  0.000018
..hon3.6/typing.py:889 __extrahook__  9      0.000013  0.000018  0.000002
../core/numerictypes.py:482 <lambda>  1      0.000007  0.000018  0.000018
../typing/cmathdecl.py:29 <listcomp>  1      0.000003  0.000017  0.000017
..tlib/axis.py:2502 YAxis.get_minpos  4      0.000011  0.000017  0.000004
..es.py:481 LiteralStructType.packed  24     0.000017  0.000017  0.000001
..s/__init__.py:358 CDLL.__getattr__  1      0.000005  0.000017  0.000017
..cgutils.py:308 EnvBody.__setattr__  7      0.000013  0.000017  0.000002
..bytecode.py:23 get_function_object  6      0.000011  0.000017  0.000003
..e/imputils.py:421 impl_ret_new_ref  29     0.000017  0.000017  0.000001
../lines.py:881 Line2D.get_drawstyle  28     0.000017  0.000017  0.000001
..ray_function__ internals>:2 copyto  3      0.000007  0.000017  0.000006
..lotlib/offsetbox.py:562 <listcomp>  26     0.000017  0.000017  0.000001
..rs.py:271 MarkerStyle.get_capstyle  28     0.000017  0.000017  0.000001
../lines.py:588 Line2D.get_markevery  28     0.000017  0.000017  0.000001
..y:105 CPUCallConv.init_call_helper  6      0.000013  0.000017  0.000003
..y:738 ControlFlowAnalysis.__init__  6      0.000017  0.000017  0.000003
..funcdesc.py:134 _get_function_info  6      0.000017  0.000017  0.000003
..ls.py:236 MemInfoModel.as_argument  31     0.000017  0.000017  0.000001
..tending.py:319 _Intrinsic.__repr__  6      0.000010  0.000017  0.000003
..es/numba/core/decorators.py:26 jit  1      0.000007  0.000017  0.000017
..andomdecl.py:186 Numpy_exponential  1      0.000004  0.000017  0.000017
..func/array_exprs.py:344 <listcomp>  3      0.000017  0.000017  0.000006
..py:142 MathtextBackendAgg.__init__  2      0.000013  0.000017  0.000008
..ow.py:840 ControlFlowAnalysis.jump  26     0.000017  0.000017  0.000001
..g/randomdecl.py:127 Random_randint  1      0.000004  0.000017  0.000017
..gure.py:892 Figure.get_size_inches  2      0.000008  0.000017  0.000008
..arkers.py:315 MarkerStyle.get_path  28     0.000017  0.000017  0.000001
..b/python3.6/enum.py:464 _find_new_  1      0.000007  0.000017  0.000017
..r/types.py:187 FunctionType.__eq__  8      0.000012  0.000017  0.000002
..ore/lowering.py:98 Lower.pre_block  27     0.000017  0.000017  0.000001
..ping/randomdecl.py:220 Numpy_gamma  1      0.000004  0.000017  0.000017
..s/llvmlite/ir/types.py:291 __new__  22     0.000016  0.000016  0.000001
..py:211 _GatherDefsHandler.on_other  28     0.000016  0.000016  0.000001
..ipy/linalg/decomp_qr.py:1 <module>  1      0.000007  0.000016  0.000016
..core/controlflow.py:282 <listcomp>  28     0.000016  0.000016  0.000001
..ypes/misc.py:147 CPointer.__init__  3      0.000012  0.000016  0.000005
..ing/templates.py:911 do_class_init  30     0.000016  0.000016  0.000001
..function__ internals>:2 atleast_2d  1      0.000003  0.000016  0.000016
..parsing.py:3707 StringEnd.__init__  2      0.000004  0.000016  0.000008
..6/weakref.py:339 KeyedRef.__init__  11     0.000016  0.000016  0.000001
..otlib/axis.py:1529 XAxis.set_units  24     0.000016  0.000016  0.000001
..yparsing.py:4680 ZeroOrMore.stopOn  8      0.000012  0.000016  0.000002
..optimize/nonlin.py:1546 <listcomp>  7      0.000016  0.000016  0.000002
..lg/blas.py:252 find_best_blas_type  3      0.000012  0.000016  0.000005
..typing/cmathdecl.py:52 Cmath_phase  1      0.000004  0.000016  0.000016
..nFunctionDescriptor.lookup_globals  6      0.000010  0.000016  0.000003
..ypeInferer.sentry_modified_builtin  17     0.000016  0.000016  0.000001
..vmlite/ir/module.py:122 <listcomp>  4      0.000011  0.000016  0.000004
../typing/cmathdecl.py:68 Cmath_rect  1      0.000004  0.000016  0.000016
..ng/randomdecl.py:176 Numpy_poisson  1      0.000004  0.000016  0.000016
.. XAxis.get_remove_overlapping_locs  20     0.000016  0.000016  0.000001
..b/gridspec.py:699 SubplotSpec.num2  20     0.000016  0.000016  0.000001
..ctions_abc.py:367 __subclasshook__  17     0.000013  0.000016  0.000001
..rce.py:280 DataSource._splitzipext  1      0.000002  0.000016  0.000016
..datamodel/models.py:531 <listcomp>  2      0.000010  0.000016  0.000008
../models.py:360 FloatModel.__init__  1      0.000006  0.000016  0.000016
../sparse/data.py:131 _create_method  18     0.000016  0.000016  0.000001
..y:990 TypeInferer._mangle_arg_name  20     0.000016  0.000016  0.000001
..s.py:493 LiteralStructType.__len__  8      0.000011  0.000016  0.000002
..ine_closurecall.py:759 debug_print  18     0.000016  0.000016  0.000001
..magePlugin.py:311 PngInfo.add_text  1      0.000009  0.000016  0.000016
..tobj.py:183 ListInstance.set_dirty  20     0.000016  0.000016  0.000001
..y:444 UniTupleModel.get_value_type  23     0.000016  0.000016  0.000001
..72 DataFlowAnalysis.op_BUILD_TUPLE  1      0.000005  0.000016  0.000016
..ib/mathtext.py:1377 Hlist.__init__  14     0.000016  0.000016  0.000001
..ery.py:32 ExtractByteCode.__init__  12     0.000015  0.000015  0.000001
..py:847 TextArea.get_minimumdescent  21     0.000015  0.000015  0.000001
..py:182 BooleanModel.get_value_type  20     0.000015  0.000015  0.000001
../figure.py:628 Figure.get_children  1      0.000004  0.000015  0.000015
..py/_lib/decorator.py:218 <genexpr>  22     0.000015  0.000015  0.000001
..ng/context.py:58 CallStack.__len__  8      0.000011  0.000015  0.000002
..py:177 _CompilingCounter.__enter__  18     0.000015  0.000015  0.000001
../numpy/lib/shape_base.py:1171 tile  1      0.000006  0.000015  0.000015
..umba/core/funcdesc.py:62 <genexpr>  16     0.000015  0.000015  0.000001
..taflow.py:856 BlockInfo.terminator  22     0.000015  0.000015  0.000001
..es/gi/types.py:73 _setup_constants  6      0.000011  0.000015  0.000003
..4 DataFlowAnalysis.op_JUMP_FORWARD  3      0.000008  0.000015  0.000005
..v.py:591 PythonErrorModel.__init__  15     0.000015  0.000015  0.000001
..ureManagerGTK3Agg.set_window_title  1      0.000015  0.000015  0.000015
..y:168 CFGraph.immediate_dominators  25     0.000015  0.000015  0.000001
..e/_remove_redundancy.py:4 <module>  1      0.000006  0.000015  0.000015
..y:98 InlineOptions.is_never_inline  16     0.000015  0.000015  0.000001
..50 MathtextBackendAgg._update_bbox  2      0.000009  0.000015  0.000007
..riteArrayExprs._get_array_operator  4      0.000007  0.000015  0.000004
../inspect.py:2536 Parameter.__str__  4      0.000010  0.000015  0.000004
..ing.py:209 ParseException.__init__  12     0.000015  0.000015  0.000001
..pyimpl.py:398 _KernelImpl.__init__  12     0.000015  0.000015  0.000001
..b._bootstrap>:433 spec_from_loader  1      0.000007  0.000015  0.000015
..arsing.py:4539 FollowedBy.__init__  1      0.000002  0.000015  0.000015
..core/controlflow.py:457 <dictcomp>  10     0.000015  0.000015  0.000001
..JITCodeLibrary._raise_if_finalized  19     0.000015  0.000015  0.000001
../typing/mathdecl.py:136 Math_ldexp  1      0.000003  0.000015  0.000015
..b/python3.6/inspect.py:64 ismodule  6      0.000011  0.000015  0.000002
..imputils.py:94 Registry.lower_cast  21     0.000015  0.000015  0.000001
..y/linalg/linalg.py:135 _commonType  1      0.000008  0.000015  0.000015
../imputils.py:140 _decorate_getattr  14     0.000015  0.000015  0.000001
..python3.6/posixpath.py:154 dirname  1      0.000009  0.000015  0.000015
..yparsing.py:4755 OneOrMore.__str__  4      0.000008  0.000015  0.000004
..sre_compile.py:381 _bytes_to_codes  1      0.000010  0.000015  0.000015
..er.py:1910 NullLocator.tick_values  20     0.000014  0.000014  0.000001
..ec.py:710 SubplotSpec.get_gridspec  20     0.000014  0.000014  0.000001
..otlib/rcsetup.py:150 validate_bool  2      0.000012  0.000014  0.000007
..textpath.py:24 TextToPath.__init__  2      0.000009  0.000014  0.000007
..ubplotSpec.get_topmost_subplotspec  3      0.000007  0.000014  0.000005
..ython3.6/enum.py:20 _is_descriptor  3      0.000007  0.000014  0.000005
..core/typing/bufproto.py:3 <module>  1      0.000009  0.000014  0.000014
..hon3.6/functools.py:619 <listcomp>  20     0.000014  0.000014  0.000001
..numba/core/cgutils.py:613 <lambda>  24     0.000014  0.000014  0.000001
..es/functions.py:492 Dispatcher.key  23     0.000014  0.000014  0.000001
..tlocale.py:23 getpreferredencoding  2      0.000007  0.000014  0.000007
..ython3.6/sre_parse.py:885 addgroup  2      0.000009  0.000014  0.000007
../typing/cmathdecl.py:35 <listcomp>  1      0.000003  0.000014  0.000014
..hon3.6/tokenize.py:385 find_cookie  2      0.000007  0.000014  0.000007
..ipy/linalg/_sketches.py:1 <module>  1      0.000006  0.000014  0.000014
..on_base.py:2048 vectorize.__init__  2      0.000012  0.000014  0.000007
..:593 AxesSubplot.get_window_extent  18     0.000014  0.000014  0.000001
<decorator-gen-9>:1 <module>          1      0.000014  0.000014  0.000014
..nts/codata.py:1566 _check_obsolete  22     0.000014  0.000014  0.000001
..492 register_unary_operator_kernel  3      0.000007  0.000014  0.000005
..a/core/lowering.py:1164 <listcomp>  1      0.000003  0.000013  0.000013
../BmpImagePlugin.py:60 BmpImageFile  1      0.000009  0.000013  0.000013
..sing.py:1366 StringStart.postParse  25     0.000013  0.000013  0.000001
..text.py:387 StixSansFonts.__init__  8      0.000013  0.000013  0.000002
../cm.py:361 ScalarMappable.set_clim  1      0.000007  0.000013  0.000013
..911 GraphicsContextBase.set_dashes  19     0.000013  0.000013  0.000001
..matplotlib/axis.py:1299 <listcomp>  20     0.000013  0.000013  0.000001
..numba/np/npyimpl.py:371 <listcomp>  12     0.000013  0.000013  0.000001
..yping/randomdecl.py:211 <listcomp>  1      0.000008  0.000013  0.000013
..rms.py:1294 TransformWrapper.depth  24     0.000013  0.000013  0.000001
..es/PIL/Image.py:3146 register_mime  6      0.000009  0.000013  0.000002
..ntextlib.py:17 ExitStack.__enter__  21     0.000013  0.000013  0.000001
..ore/numerictypes.py:232 obj2sctype  3      0.000009  0.000013  0.000004
..n/lobpcg/__init__.py:12 <listcomp>  1      0.000007  0.000013  0.000013
..ne_closurecall.py:1452 State.reset  16     0.000013  0.000013  0.000001
..ffi/cparser.py:297 Parser.__init__  1      0.000009  0.000013  0.000013
..ispatcher._callback_add_llvm_timer  2      0.000006  0.000013  0.000006
../typing/cmathdecl.py:47 <listcomp>  1      0.000003  0.000013  0.000013
..1 FormattedConstant._get_reference  21     0.000013  0.000013  0.000001
..hon3.6/posixpath.py:475 <listcomp>  14     0.000013  0.000013  0.000001
..otlib/tight_layout.py:77 <genexpr>  6      0.000009  0.000013  0.000002
..idspec.py:793 SubplotSpec.__hash__  3      0.000008  0.000013  0.000004
..lotlib/axes/_base.py:289 <genexpr>  8      0.000010  0.000013  0.000002
..matplotlib/colors.py:276 <genexpr>  20     0.000013  0.000013  0.000001
..yping/mathdecl.py:71 Math_copysign  1      0.000003  0.000013  0.000013
..nction__ internals>:2 iscomplexobj  1      0.000006  0.000013  0.000013
..tutils.py:24 PytestTester.__init__  14     0.000013  0.000013  0.000001
..matplotlib/figure.py:69 <listcomp>  13     0.000013  0.000013  0.000001
..typing/context.py:146 Context.init  21     0.000013  0.000013  0.000001
..straints.py:18 NonlinearConstraint  1      0.000006  0.000013  0.000013
..281 PassTimingsCollection.__init__  6      0.000013  0.000013  0.000002
..lite/ir/types.py:461 ArrayType.gep  6      0.000009  0.000012  0.000002
../mathtext.py:2899 Parser.end_group  2      0.000006  0.000012  0.000006
..yimpl.py:318 _unpack_output_values  12     0.000012  0.000012  0.000001
../pyparsing.py:2813 Regex.parseImpl  2      0.000007  0.000012  0.000006
..ent.py:270 TimingListener.duration  20     0.000012  0.000012  0.000001
<string>:5 MachAr                     1      0.000012  0.000012  0.000012
../mathtext.py:2660 Parser.pop_state  4      0.000009  0.000012  0.000003
..dels.py:714 ListModel.inner_models  18     0.000012  0.000012  0.000001
..g/npydecl.py:92 resolve_sqrt.ufunc  18     0.000012  0.000012  0.000001
..ckages/PIL/Image.py:560 Image._new  2      0.000008  0.000012  0.000006
..ore/utils.py:245 SortedMap.__len__  6      0.000009  0.000012  0.000002
..ParseResultsWithOffset.__getitem__  20     0.000012  0.000012  0.000001
..es/PIL/Image.py:3157 register_save  6      0.000009  0.000012  0.000002
..atasource.py:433 DataSource.exists  1      0.000002  0.000012  0.000012
...py:1883 FileMetadata.has_metadata  20     0.000012  0.000012  0.000001
..sparse/compressed.py:24 _cs_matrix  1      0.000012  0.000012  0.000012
..atplotlib/artist.py:1094 <genexpr>  16     0.000012  0.000012  0.000001
..alg/special_matrices.py:1 <module>  1      0.000009  0.000012  0.000012
.. CPUDispatcher._callback_add_timer  4      0.000008  0.000012  0.000003
..emplates.py:1107 Registry.__init__  8      0.000012  0.000012  0.000001
..line_closurecall.py:308 <listcomp>  12     0.000012  0.000012  0.000001
..ba/core/ir.py:616 SetItem.__repr__  2      0.000008  0.000012  0.000006
..:1531 Interpreter.op_JUMP_ABSOLUTE  1      0.000004  0.000012  0.000012
..al/_spherical_bessel.py:1 <module>  1      0.000006  0.000011  0.000011
..hon3.6/posixpath.py:476 <listcomp>  14     0.000011  0.000011  0.000001
.._init__.py:552 _AxesStack.__init__  2      0.000007  0.000011  0.000006
..allWrapper._simplified_return_type  1      0.000002  0.000011  0.000011
..653 DataFlowAnalysis.op_SETUP_LOOP  1      0.000006  0.000011  0.000011
..b/figure.py:61 _AxesStack.__init__  1      0.000005  0.000011  0.000011
..:62 InlineClosureCallPass.__init__  6      0.000011  0.000011  0.000002
..ib/utils.py:69 _Deprecate.__init__  10     0.000011  0.000011  0.000001
..ckages/PIL/Image.py:814 Image.load  2      0.000008  0.000011  0.000006
..s/scipy/optimize/_shgo.py:448 SHGO  1      0.000011  0.000011  0.000011
..degen.py:851 _object_compiled_hook  6      0.000011  0.000011  0.000002
..try.py:49 CPUTarget.typing_context  8      0.000011  0.000011  0.000001
..es/pycparser/ply/lex.py:1089 TOKEN  19     0.000011  0.000011  0.000001
..ecl.py:165 Numpy_negative_binomial  1      0.000003  0.000011  0.000011
..3 DataFlowAnalysis.op_STORE_SUBSCR  1      0.000004  0.000011  0.000011
..s.py:13 CPUTargetOptions.from_dict  2      0.000009  0.000011  0.000006
..py:2586 AxesSubplot._get_axis_list  13     0.000011  0.000011  0.000001
..ib/python3.6/enum.py:332 <genexpr>  16     0.000011  0.000011  0.000001
../typing/cmathdecl.py:49 <listcomp>  1      0.000003  0.000011  0.000011
..numba/core/analysis.py:375 Unknown  12     0.000011  0.000011  0.000001
..rors.py:432 WarningsFixer.__init__  6      0.000011  0.000011  0.000002
..ib/python3.6/enum.py:28 _is_dunder  7      0.000009  0.000011  0.000002
..ufunc/array_exprs.py:365 <genexpr>  6      0.000007  0.000011  0.000002
..ges/numba/core/base.py:79 <lambda>  18     0.000011  0.000011  0.000001
..onFunctionDescriptor.lookup_module  5      0.000011  0.000011  0.000002
..py:112 RendererAgg._update_methods  2      0.000011  0.000011  0.000005
..s/__init__.py:365 CDLL.__getitem__  1      0.000010  0.000011  0.000011
..nfer.py:203 ArgConstraint.__init__  10     0.000011  0.000011  0.000001
..scipy/sparse/extract.py:2 <module>  1      0.000006  0.000011  0.000011
..re/ir.py:974 Global.infer_constant  17     0.000011  0.000011  0.000001
..xt.py:3316 MathTextParser.__init__  4      0.000008  0.000011  0.000003
..ges/PIL/JpegPresets.py:64 <module>  1      0.000011  0.000011  0.000011
..omdecl.py:197 Numpy_hypergeometric  1      0.000004  0.000011  0.000011
..atplotlib/figure.py:1831 <genexpr>  3      0.000004  0.000010  0.000003
..s.py:1918 XAxis.get_label_position  15     0.000010  0.000010  0.000001
..y/core/shape_base.py:82 atleast_2d  1      0.000007  0.000010  0.000010
..py:1396 TypeInferer.typeof_setitem  1      0.000007  0.000010  0.000010
..s/scipy/sparse/base.py:58 spmatrix  1      0.000010  0.000010  0.000010
..s/numba/core/ir.py:428 build_tuple  1      0.000003  0.000010  0.000010
..mba/core/bytecode.py:199 <genexpr>  16     0.000010  0.000010  0.000001
<string>:5 finfo                      1      0.000010  0.000010  0.000010
..y:116 EnvironmentManager.add_const  2      0.000007  0.000010  0.000005
..yparsing.py:2431 Literal.parseImpl  6      0.000009  0.000010  0.000002
..py:2441 _ErrorStop.leaveWhitespace  16     0.000010  0.000010  0.000001
..ow.py:18 DataFlowAnalysis.__init__  6      0.000010  0.000010  0.000002
..npyimpl.py:325 _pack_output_values  12     0.000010  0.000010  0.000001
..l.py:263 Random_unary_distribution  1      0.000002  0.000010  0.000010
..g/randomdecl.py:123 Random_randint  1      0.000002  0.000010  0.000010
..ons.py:37 FastMathOptions.__bool__  6      0.000010  0.000010  0.000002
..matplotlib/figure.py:71 <listcomp>  13     0.000010  0.000010  0.000001
..tasource.py:105 _FileOpeners._load  6      0.000010  0.000010  0.000002
..re/dispatcher.py:64 normal_handler  17     0.000010  0.000010  0.000001
.._init__.py:44 get_projection_class  2      0.000007  0.000010  0.000005
..ion_constr.py:38 LagrangianHessian  1      0.000004  0.000010  0.000010
..tlib/axis.py:1509 XAxis.have_units  10     0.000010  0.000010  0.000001
..isc.py:131 MemInfoPointer.__init__  2      0.000007  0.000010  0.000005
..sources/__init__.py:1302 safe_name  1      0.000002  0.000010  0.000010
..matplotlib/figure.py:1832 <lambda>  2      0.000008  0.000010  0.000005
..rtist.py:346 Text.is_transform_set  16     0.000010  0.000010  0.000001
..py:280 Random_nullary_distribution  1      0.000002  0.000010  0.000010
..ore/types/misc.py:93 Omitted.value  14     0.000010  0.000010  0.000001
..ler.py:161 HandlerLine2D.get_xdata  3      0.000007  0.000010  0.000003
..aysetops.py:144 _unique_dispatcher  15     0.000010  0.000010  0.000001
..ok/__init__.py:2310 _check_getitem  2      0.000007  0.000010  0.000005
..b/mathtext.py:48 get_unicode_index  4      0.000007  0.000010  0.000002
..y/linalg/_procrustes.py:4 <module>  1      0.000005  0.000010  0.000010
../randomdecl.py:154 Numpy_geometric  1      0.000002  0.000010  0.000010
..ing/randomdecl.py:98 Random_random  1      0.000002  0.000010  0.000010
..lib/transforms.py:963 Bbox.minposx  8      0.000010  0.000010  0.000001
..py:99 DeadBranchPrune.get_analysis  12     0.000010  0.000010  0.000001
../types/containers.py:319 <genexpr>  6      0.000007  0.000009  0.000002
..ib/mathtext.py:2631 State.__init__  8      0.000009  0.000009  0.000001
../scipy/sparse/dok.py:23 dok_matrix  1      0.000009  0.000009  0.000009
..i/model.py:350 StructType.__init__  1      0.000007  0.000009  0.000009
..py:230 Random_ternary_distribution  1      0.000002  0.000009  0.000009
../pyplot.py:319 draw_if_interactive  1      0.000003  0.000009  0.000009
...py:240 Random_binary_distribution  1      0.000002  0.000009  0.000009
..py/special/_lambertw.py:1 <module>  1      0.000004  0.000009  0.000009
..lotlib/offsetbox.py:473 <listcomp>  10     0.000009  0.000009  0.000001
..numba/core/ir.py:1262 Block.verify  2      0.000007  0.000009  0.000005
..line_closurecall.py:330 <listcomp>  12     0.000009  0.000009  0.000001
../spatial/_procrustes.py:6 <module>  1      0.000004  0.000009  0.000009
...py:693 GetAttrConstraint.__init__  7      0.000009  0.000009  0.000001
..types.py:405 _typedict.__getitem__  1      0.000004  0.000009  0.000009
..andomdecl.py:94 Random_getrandbits  1      0.000003  0.000009  0.000009
..polate/interpolate.py:329 interp1d  1      0.000006  0.000009  0.000009
..dels.py:248 FloatModel.from_return  15     0.000009  0.000009  0.000001
..a/core/dispatcher.py:215 <genexpr>  7      0.000008  0.000009  0.000001
..Figure.set_constrained_layout_pads  1      0.000005  0.000009  0.000009
..k/__init__.py:605 _AxesStack.clear  7      0.000009  0.000009  0.000001
..3.6/pickle.py:188 _Framer.__init__  8      0.000009  0.000009  0.000001
../context.py:107 CallFrame.__init__  6      0.000009  0.000009  0.000001
..eter.py:656 Interpreter.code_names  14     0.000009  0.000009  0.000001
.. _ScalarHelper.create_iter_indices  9      0.000009  0.000009  0.000001
..utils.py:46 Registry.lower_getattr  14     0.000009  0.000009  0.000001
..kaging/requirements.py:59 <lambda>  1      0.000004  0.000009  0.000009
..:1720 NullDebug.propagate_finished  13     0.000009  0.000009  0.000001
..idspec.py:622 SubplotSpec.__init__  2      0.000007  0.000009  0.000004
..ure.py:462 Figure.set_tight_layout  1      0.000005  0.000009  0.000009
..y:1717 NullDebug.propagate_started  13     0.000009  0.000009  0.000001
..ase.py:300 CPUContext.get_env_name  9      0.000009  0.000009  0.000001
.. ControlFlowAnalysis.op_SETUP_LOOP  1      0.000005  0.000009  0.000009
.. LinearScale.limit_range_for_scale  14     0.000008  0.000008  0.000001
..y:949 AxesSubplot.get_axes_locator  10     0.000008  0.000008  0.000001
..rsing.py:458 ParseResults.__bool__  13     0.000008  0.000008  0.000001
...py:83 AxesSubplot.get_subplotspec  8      0.000008  0.000008  0.000001
..yping/randomdecl.py:169 <listcomp>  1      0.000002  0.000008  0.000008
..d_bases.py:1250 DrawEvent.__init__  1      0.000003  0.000008  0.000008
..ext._resolve_builtin_function_type  8      0.000008  0.000008  0.000001
../mathtext.py:2656 Parser.get_state  12     0.000008  0.000008  0.000001
..re/inline_closurecall.py:299 check  12     0.000008  0.000008  0.000001
..7 Module.get_global_variable_named  6      0.000008  0.000008  0.000001
..trolflow.py:284 CFGraph.dead_nodes  12     0.000008  0.000008  0.000001
..fiers.py:665 SpecifierSet.__init__  1      0.000005  0.000008  0.000008
../model.py:264 PointerType.__init__  1      0.000005  0.000008  0.000008
..se.py:3101 AxesSubplot.set_axis_on  2      0.000004  0.000008  0.000004
../types/containers.py:308 <genexpr>  4      0.000006  0.000008  0.000002
..:683 DataFlowAnalysis.op_POP_BLOCK  1      0.000003  0.000008  0.000008
..i.py:202 PythonAPI.get_env_manager  1      0.000004  0.000008  0.000008
..y:271 BuildListConstraint.__init__  8      0.000008  0.000008  0.000001
../scipy/sparse/lil.py:20 lil_matrix  1      0.000008  0.000008  0.000008
..n_exact.py:186 IterativeSubproblem  1      0.000005  0.000008  0.000008
..numba/np/npyimpl.py:372 <listcomp>  12     0.000008  0.000008  0.000001
..ext.py:550 DejaVuSansFonts.destroy  2      0.000006  0.000008  0.000004
..lotlib/axis.py:565 Ticker.__init__  8      0.000008  0.000008  0.000001
..ib/artist.py:1004 Figure.get_label  11     0.000008  0.000008  0.000001
..ba/core/analysis.py:478 <listcomp>  12     0.000008  0.000008  0.000001
..ping/randomdecl.py:144 Random_seed  1      0.000003  0.000008  0.000008
..anium_mangler.py:140 mangle_type_c  10     0.000008  0.000008  0.000001
..py:308 IncrementalDecoder.__init__  2      0.000006  0.000008  0.000004
..yping/randomdecl.py:298 <listcomp>  1      0.000003  0.000008  0.000008
<string>:5 _ArrayHelper               1      0.000008  0.000008  0.000008
..lotlib/offsetbox.py:43 bbox_artist  12     0.000008  0.000008  0.000001
...py:693 ParseResults._asStringList  2      0.000005  0.000008  0.000004
..tcher._callback_add_compiler_timer  2      0.000003  0.000008  0.000004
..lib/mathtext.py:2008 Kern.__init__  2      0.000004  0.000008  0.000004
..yping/randomdecl.py:272 <listcomp>  1      0.000002  0.000008  0.000008
..y:524 Text._update_clip_properties  6      0.000008  0.000008  0.000001
..yping/randomdecl.py:125 <listcomp>  1      0.000002  0.000008  0.000008
..ils.py:107 Registry.lower_constant  11     0.000008  0.000008  0.000001
...py:1077 Interpreter.op_SETUP_LOOP  1      0.000006  0.000008  0.000008
..lib/lines.py:1390 Line2D.is_dashed  7      0.000007  0.000007  0.000001
..lotlib/axes/_base.py:378 <genexpr>  12     0.000007  0.000007  0.000001
..yping/randomdecl.py:178 <listcomp>  1      0.000002  0.000007  0.000007
..ib/python3.6/enum.py:36 _is_sunder  7      0.000007  0.000007  0.000001
..yping/randomdecl.py:297 <listcomp>  1      0.000002  0.000007  0.000007
..try.py:38 CPUTarget.target_context  8      0.000007  0.000007  0.000001
..lib/utils.py:52 _set_function_name  10     0.000007  0.000007  0.000001
..yping/randomdecl.py:287 <listcomp>  1      0.000002  0.000007  0.000007
<string>:2 <module>                   7      0.000007  0.000007  0.000001
